EVENT_ID_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,DISORDER_TYPE,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ASSOC_ACTOR_1,INTER1,ACTOR2,ASSOC_ACTOR_2,INTER2,INTERACTION,CIVILIAN_TARGETING,ISO,REGION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,SOURCE_SCALE,NOTES,FATALITIES,TAGS,TIMESTAMP
USA18717,20-May-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),,6,,,0,60,,840,North America,United States,Montana,Lewis and Clark,,Helena,46.589,-112.039,1,Great Falls Tribune; Independent Record; USA Today; Missoulian,Subnational-National,"On 20 May 2020, about 60 armed demonstrators protested in front of the state capitol building in Helena (Montana), demanding an end to Utah's government-imposed coronavirus lockdown claiming that the restrictions infringe on constitutional rights.",0,armed; crowd size=around 60,1680633585
USA18793,23-May-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),Oath Keepers; Unidentified Communal Militia (United States),6,,,0,60,,840,North America,United States,Texas,Travis,,Austin,30.275,-97.74,1,CBS Austin; MilitiaWatch,Local partner-New media,"On 23 May 2020, protesters and armed activists gathered at the capitol building in Austin (Texas) for a Texas Freedom Rally to protest against coronavirus restrictions and vaccines. Among the speakers and attendees were the Oath Keepers militia and members of other unidentified militias.",0,armed; crowd size=no report,1680633585
USA17014,24-May-2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (United States),Three Percenters (III%),6,,,0,60,,840,North America,United States,Kentucky,Franklin,,Frankfort,38.201,-84.874,1,MilitiaWatch; Courier-Journal (Louisville),Local partner-New media,"On 24 May 2020, protesters, several of whom were armed, held a rally in Frankfort (Kentucky) in support of the second amendment and hung an effigy of Kentucky Governor Andy Beshear from a tree outside the Capitol building. The Kentucky Three Percenters (III%) were photographed hanging the effigy.",0,armed; crowd size=no report,1680633585
USA4539,26-May-2020,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter; Civilians (United States); Journalists (United States); White Nationalists (United States),5,Police Forces of the United States (2017-2021),,1,15,,840,North America,United States,Minnesota,Hennepin,,Minneapolis,44.983,-93.267,1,Twitter; Fox9; US Press Freedom Tracker; Committee to Protect Journalists; Minnesota Public Radio,Other-New media,"On 26 May 2020, thousands of Black Lives Matter demonstrators marched from the site of George Floyd's death in Minneapolis (Minnesota) to a local police precinct and damaged property. The police used pepper spray to target demonstrators after they vandalized the Minneapolis Police Department 3rd precinct. Three journalists were hit by crowd control munitions. There were also claims that BLM demonstrators disarmed a white nationalist agitator carrying a gun.",0,armed; crowd size=thousands; suggested agents provocateurs,1680633586
USA4582,28-May-2020,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter; Civilians (United States); Journalists (United States),5,Police Forces of the United States (2017-2021),,1,15,,840,North America,United States,Colorado,Denver,,Denver,39.739,-104.991,1,Committee to Protect Journalists; Denver Post; US Press Freedom Tracker,Other-Subnational,"On 28 May 2020, people staged a demonstration in Denver (Colorado) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The demonstration later turned violent as demonstrators threw fireworks at police officers. Police responded with tear gas canisters and pepper spray. A police officer shot two photojournalists with pepper balls. A few demonstrators were also arrested. A black SUV also intentionally ran over one of the demonstrators while they were gathering in the street. Authorities also confirmed that six or seven shots were fired toward the Capitol building at around 5:35 p.m. It was not immediately clear where the shots were fired from and if the demonstrators were the targets of the shooting.",0,armed; car ramming; crowd size=no report,1680633585
USA4583,28-May-2020,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,Police Forces of the United States (2017-2021),,1,15,,840,North America,United States,New Mexico,Bernalillo,,Albuquerque,35.084,-106.651,1,New York Times; KRQE,Subnational-National,"On 28 May 2020, around 400 people held a demonstration in Albuquerque (New Mexico) over the death of George Floyd at the hands of Minneapolis police. At night, the demonstration turned violent when a group of rioters were approaching vehicles and trying to damage them. Also, several shots were fired from a car and 4 people were arrested. Another man took a baseball bat and started smashing police car's windows. Police used gas to disperse the crowd and control the area.",0,armed; crowd size=around 400,1680633585
USA4623,28-May-2020,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,Police Forces of the United States (2017-2021),Civilians (United States),1,15,,840,North America,United States,Kentucky,Jefferson,,Louisville,38.254,-85.759,1,Crowd Counting Consortium; Lex18; WDRB; Courier-Journal (Louisville),Other-Subnational,"On 28 May 2020, 500-600 people demonstrated in Louisville (Kentucky) against the police shooting of Breonna Taylor and in support of Black Lives Matter. Police confronted demonstrators with wooden batons, releasing clouds of tear gas and firing a barrage of paintballs at the crowd. Gunfire erupted as the clash escalated at night. An LMPD spokesperson claimed that Louisville police did not shoot their guns. Dozens of vehicles and buildings sustained property damage. The event left 7 people shot, including at least one gunshot victim in critical condition.",0,armed; crowd size=500-600,1680633585
USA23181,29-May-2020,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,Police Forces of the United States (2017-2021),Sole Perpetrator (United States),1,15,,840,North America,United States,Nebraska,Lancaster,,Lincoln,40.808,-96.7,1,Omaha World-Herald; Political Research Associates; Twitter; Channel 8 KLKN-TV,Other-New media,"On 29 May 2020, dozens of demonstrators gathered near 25th and O St around midnight in Lincoln (Nebraska) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd, following a peaceful march during the day. A SUV reportedly drove into the demonstrators and injured at least one female demonstrator. Following the incident, the demonstration turned violent with demonstrators hurling objects at police and looting businesses including nearby gas station. Police responded with tear gas and non-lethal weapons to disperse the crowd. Eight police officers were reported injured while three people were arrested for failing to disperse. The driver of the SUV was later charged with felony assault. There were also unconfirmed reports of shots being fired from a truck but there were no reports if anyone was hit or injured.",0,armed; car ramming; crowd size=no report,1680633585
USA4664,29-May-2020,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,Police Forces of the United States (2017-2021),,1,15,,840,North America,United States,Missouri,Jackson,,Kansas City,39.101,-94.579,1,Fox4 Kansas City,Subnational,"On 29 May 2020, hundreds of demonstrators turned violent in Kansas City (Missouri) over the death of George Floyd and in support of the Black Lives Matter movement. Rioters threw objects at the police and damaged property. The police used pepper spray to disperse the crowd. Five demonstrators were arrested. The police alleged that at least four demonstrators were armed with guns.",0,armed; crowd size=hundreds,1680633585
USA4859,30-May-2020,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,Police Forces of the United States (2017-2021),,1,15,,840,North America,United States,Wisconsin,Milwaukee,,Milwaukee,43.038,-87.906,1,AP; Count Love; Milwaukee Courier,Other-Subnational,"On 30 May 2020, over 1,000 people and over 200 motor vehicles staged a Black Lives Matter demonstration in the wake of the death of George Floyd, in Milwaukee (Wisconsin). Rioters vandalized private and public properties and looted retail stores. Riots continued till early next morning, when rioters conducted property destruction, looted stores, blocked streets, and attempted burglaries and vandalism. At around 3:30 am in the early morning, a police officer in Milwaukee, Wisconsin suffered a minor gunshot wound during the demonstration.",0,armed; crowd size=over 1000,1680633585
USA5137,30-May-2020,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,Police Forces of the United States (2017-2021),,1,15,,840,North America,United States,Ohio,Montgomery,,Dayton,39.759,-84.192,1,Crowd Counting Consortium; Dayton Daily News; WHIO,Other-Subnational,"On 30 May 2020, an unreported number of people demonstrated in Dayton (Ohio) in support of the Black Lives Matter movement and against police brutality. Demonstrators threw rocks and other objects at police and vandalized buildings. People holding long guns were seen walking down sidewalks. At least 15 people were arrested and one deputy injured. Officers deployed tear gas shortly after a curfew went into effect for the downtown area. As crowds dispersed, two gun shots were heard in the area of Third and Jefferson streets. Police were seen running toward the area. A witness told reporters that a man had shot the gun into the air and ran into a bar on Jefferson Street.",0,armed; crowd size=no report,1680633585
USA5151,30-May-2020,2020,1,Political violence; Demonstrations,Protests,Excessive force against protesters,Protesters (United States),BLM: Black Lives Matter,6,Sole Perpetrator (United States),,3,36,Civilian targeting,840,North America,United States,Florida,Alachua,,Gainesville,29.652,-82.327,1,Crowd Counting Consortium; Independent Florida Alligator,Other-Subnational,"On 30 May 2020, about 1000 people staged a protest in Gainesville (Florida) in support of the Black Lives Matter movement and against police brutality. A man drove a car into the crowd. Protesters threw water bottles at the car and chased it away. The driver drove four blocks, then looped around to return to the scene to find a police officer, according to the driver. Some witnesses said that a biker was hit by the vehicle and that the driver appeared to be holding a gun. Police said a semi-automatic pistol was found with the driver, but no shots were fired. The driver was arrested and charged with six counts of aggravated assault.",0,armed; car ramming; crowd size=about 1000,1680633585
USA5290,30-May-2020,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (United States),BLM: Black Lives Matter,5,Police Forces of the United States (2017-2021),,1,15,,840,North America,United States,North Carolina,Mecklenburg,,Charlotte,35.227,-80.843,1,WBTV; Crowd Counting Consortium,Other-Subnational,"On 30 May 2020, 200 people staged a march in Charlotte (North Carolina) in support of the Black Lives Matter movement and against police brutality. Businesses were damaged and shell casings were found close to restaurants. People threw rocks at firefighters. 30 people were arrested in the morning hours of the demonstration after police used chemical riot control methods to disperse the crowd. 2 for gun charges and 1 for assaulting a government official. 1 police officer was injured.",0,armed; crowd size=200,1680633585
